lat,lon,fishing hours
-74,-141,0.0
-74,-140,3.0765277777777778
-74,-139,0.0
-74,-118,40.99013888888884
-74,-117,101.18555555555278
-74,-116,169.27138888888524
-74,-115,11.190972222222205
-74,170,0.0
-74,171,0.0
-74,172,0.0
-74,173,0.0
-74,174,0.0
-74,175,3.0829166666666667
-74,176,7.169305555555556
-74,177,73.07375000000002
-74,178,19.11888888888889
-74,179,71.23819444444439
-73,-180,108.68555555555547
-73,-179,10.523888888888893
-73,-178,4.910000000000004
-73,-177,0.0
-73,-175,0.8375
-73,-174,7.2159722222222324
-73,-173,1.624583333333333
-73,-172,4.8704166666666735
-73,-171,3.1848611111111174
-73,-162,46.759027777777774
-73,-160,0.0
-73,-156,7.865694444444444
-73,-154,5.563055555555556
-73,-153,0.0
-73,-151,0.0
-73,-150,0.0
-73,-149,3.908888888888889
-73,-147,0.0
-73,-146,0.0
-73,-145,0.0
-73,-144,0.0
-73,-143,0.0
-73,-142,0.0
-73,-141,0.0
-73,-140,0.0
-73,-139,0.0
-73,-138,0.0
-73,-135,0.0
-73,-134,0.0
-73,-122,26.22666666666667
-73,-121,63.38583333333334
-73,-120,74.11694444444444
-73,-119,0.0
-73,-117,66.72513888888847
-73,-116,99.23624999999761
-73,-115,1.1620833333333338
-73,172,3.638194444444447
-73,173,281.6186111111101
-73,174,328.6148611111102
-73,175,559.2302777777873
-73,176,1435.254583333316
-73,177,91.12638888888748
-73,178,130.23680555555202
-73,179,129.70416666666668
-72,-180,47.53472222222156
-72,-179,16.787361111111114
-72,-178,65.20402777777758
-72,-171,109.34888888888996
-72,-170,9.683611111111126
-72,-165,0.0
-72,-162,35.834722222222226
-72,-161,0.0
-72,-160,0.0
-72,-154,3.9325
-72,-153,6.379305555555556
-72,-142,0.0
-72,-141,0.0
-72,-140,0.0
-72,-139,0.0
-72,-138,0.0
-72,-137,0.0
-72,-136,0.0
-72,-135,0.0
-72,-134,0.0
-72,-133,0.0
-72,-132,0.0
-72,-131,3.208333333333333
-72,-130,0.0
-72,-129,0.0
-72,-128,0.0
-72,-127,0.0
-72,-126,0.0
-72,-125,0.0
-72,-124,0.0
-72,-123,0.0
-72,-122,1.5333333333333332
-72,-121,3.058472222222222
-72,-120,5.983194444444445
-72,-119,72.48444444444445
-72,-118,142.57402777777781
-72,-117,188.68458333333365
-72,-116,8.560833333333335
-72,172,136.0338888888886
-72,173,142.08861111111088
-72,174,12.555138888888868
-72,175,14.64986111111111
-72,176,728.9475000000101
-72,177,420.35597222223413
-72,178,0.0
-72,179,3.0484722222222222
-71,-180,23.070416666666453
-71,-179,1.6811111111111174
-71,-178,46.237638888888725
-71,-177,3.7409722222222275
-71,-176,1.464861111111111
-71,-175,0.0
-71,-174,18.49111111111111
-71,-173,46.31055555555541
-71,-172,18.606666666666673
-71,-171,15.93902777777777
-71,-170,1.4361111111111111
-71,-162,17.37388888888889
-71,-161,0.0
-71,-155,102.30402777777775
-71,-154,29.206944444444446
-71,-145,0.0
-71,-143,0.0
-71,-142,0.0
-71,-133,0.0
-71,-130,0.0
-71,-129,0.0
-71,-128,0.0
-71,-127,0.0
-71,-126,0.0
-71,-125,0.0
-71,-124,0.0
-71,-123,0.0
-71,-122,0.0
-71,-121,0.0
-71,-120,0.0
-71,-119,0.0
-71,-118,0.0
-71,-117,26.99277777777718
-71,-116,0.0
-71,-115,0.0
-71,-114,0.0
-71,-113,0.0
-71,-112,3.941805555555556
-71,-111,0.0
-71,-110,0.0
-71,-109,0.0
-71,-108,0.0
-71,-107,0.0
-71,-106,0.0
-71,-105,0.0
-71,-104,0.0
-71,-103,0.0
-71,-102,0.0
-71,18,0.0
-71,43,0.0
-71,176,0.0
-71,177,4.625694444444445
-71,178,4.678472222222222
-71,179,0.0
-70,-179,122.03694444444452
-70,-178,86.5455555555555
-70,-177,22.007638888888902
-70,-176,76.88361111111108
-70,-175,19.46888888888889
-70,-165,0.0
-70,-163,0.0
-70,-162,35.10625
-70,-161,7.824444444444444
-70,-154,4.696388888888889
-70,-150,0.0
-70,-149,0.0
-70,-148,0.0
-70,-147,0.0
-70,-146,0.0
-70,-145,0.0
-70,-130,17.053055555555556
-70,-129,26.634861111111107
-70,-128,10.520833333333334
-70,-127,158.33999999999997
-70,-126,6.181944444444444
-70,-125,15.887916666666667
-70,-124,0.0
-70,-123,0.0
-70,-122,111.18305555555564
-70,-121,7.980277777777777
-70,-120,0.0
-70,-117,46.37444444444432
-70,-116,45.08833333333315
-70,-115,0.0
-70,-114,0.0
-70,-113,0.0
-70,-112,0.0
-70,-111,0.0
-70,-110,0.0
-70,-109,0.0
-70,-108,0.0
-70,-107,0.0
-70,-106,0.0
-70,-105,0.0
-70,-104,0.0
-70,-103,0.0
-70,-102,0.0
-70,-101,0.0
-70,-100,0.0
-70,-99,0.0
-70,-98,0.0
-70,-97,0.0
-70,-96,0.0
-70,44,0.0
-70,45,0.0
-70,176,3.978333333333333
-70,177,8.275416666666667
-70,178,16.66236111111111
-70,179,13.364166666666666
-69,-180,6.249861111111111
-69,-179,80.50541666666649
-69,-178,10.099027777777682
-69,-177,23.901666666666507
-69,-176,4.748472222222222
-69,-165,0.0
-69,-164,0.0
-69,-163,0.0
-69,-162,5.123611111111111
-69,-161,28.416805555555555
-69,-154,73.62652777777775
-69,-153,0.0
-69,-151,0.0
-69,-150,0.0
-69,-147,0.0
-69,-139,0.0
-69,-138,0.0
-69,-137,0.0
-69,-136,0.0
-69,-135,0.0
-69,-134,0.0
-69,-133,0.0
-69,-132,0.0
-69,-131,0.0
-69,-117,0.0
-69,-116,0.0
-69,-115,0.0
-69,-110,0.0
-69,-109,0.0
-69,-108,0.0
-69,-107,0.0
-69,-106,0.0
-69,-105,0.0
-69,-104,0.0
-69,-103,0.0
-69,-102,0.0
-69,-101,0.0
-69,-100,0.0
-69,-99,0.0
-69,-98,0.0
-69,-97,0.0
-69,-95,0.0
-69,-94,0.0
-69,-93,0.0
-69,-92,0.0
-69,-91,0.0
-69,-90,0.0
-69,46,0.0
-69,47,0.0
-69,112,0.0
-69,173,0.0
-69,174,0.0
-69,175,0.0
-69,176,0.0
-69,177,0.0
-69,178,0.0
-69,179,7.685833333333333
-68,-180,16.357638888888864
-68,-179,0.0
-68,-178,0.0
-68,-177,0.5568055555555556
-68,-176,0.0
-68,-165,0.0
-68,-164,0.0
-68,-163,0.0
-68,-162,0.0
-68,-161,5.175277777777778
-68,-156,0.0
-68,-155,0.0
-68,-154,18.291111111111107
-68,-153,7.922916666666665
-68,-152,8.624166666666667
-68,-148,0.0
-68,-147,0.0
-68,-146,0.0
-68,-145,0.0
-68,-144,0.0
-68,-143,0.0
-68,-142,0.0
-68,-141,0.0
-68,-115,1.28013888888889
-68,-114,0.0
-68,-108,0.0
-68,-107,0.0
-68,-106,0.0
-68,-105,0.0
-68,-102,0.0
-68,-101,0.0
-68,-100,0.0
-68,-99,0.0
-68,-98,0.0
-68,-97,0.0
-68,-96,0.0
-68,-92,0.0
-68,-91,0.0
-68,-90,0.0
-68,-89,0.0
-68,-88,0.0
-68,-87,0.0
-68,-85,0.0
-68,48,0.0
-68,49,0.0
-68,163,4.489166666666667
-68,164,24.900555555555556
-68,165,4.570277777777778
-68,168,0.0
-68,169,0.0
-68,170,0.0
-68,171,0.0
-68,175,0.0
-68,176,0.0
-68,177,0.0
-68,179,0.0
-67,-180,7.268055555555563
-67,-179,19.180416666666666
-67,-178,0.0
-67,-177,0.7093055555555556
-67,-176,5.099305555555553
-67,-175,18.713749999999912
-67,-174,12.571944444444338
-67,-173,0.0
-67,-172,0.0
-67,-166,0.0
-67,-165,0.0
-67,-163,0.0
-67,-162,0.0
-67,-161,17.081805555555555
-67,-158,0.0
-67,-157,0.0
-67,-156,0.0
-67,-152,0.0
-67,-151,0.0
-67,-150,0.0
-67,-149,0.0
-67,-148,0.0
-67,-147,0.0
-67,-113,0.0
-67,-112,0.0
-67,-111,0.0
-67,-104,0.0
-67,-103,0.0
-67,-102,0.0
-67,-101,0.0
-67,-100,0.0
-67,-98,0.0
-67,-97,0.0
-67,-96,0.0
-67,-95,0.0
-67,-94,0.0
-67,-88,0.0
-67,-87,0.0
-67,-86,0.0
-67,-85,0.0
-67,-84,0.0
-67,-83,0.0
-67,-82,0.0
-67,-81,0.0
-67,-70,0.0
-67,-69,6.144166666666667
-67,-68,4.758194444444444
-67,51,0.0
-67,68,0.0
-67,69,1.9179166666666665
-67,70,7.66027777777778
-67,71,40.074999999999996
-67,162,6.086666666666667
-67,163,24.741666666666667
-67,164,2.825972222222222
-67,165,2.6920833333333336
-67,166,1.5102777777777778
-67,167,0.0
-67,175,0.0
-67,177,0.0
-67,179,0.0
-66,-180,0.0
-66,-179,64.93694444444473
-66,-178,4.886388888888891
-66,-177,0.0
-66,-176,0.0
-66,-175,0.0
-66,-174,0.0
-66,-173,0.0
-66,-172,0.0
-66,-171,0.0
-66,-170,0.0
-66,-167,0.0
-66,-166,0.0
-66,-164,0.0
-66,-163,0.0
-66,-162,12.840555555555556
-66,-161,0.0
-66,-160,0.0
-66,-159,0.0
-66,-156,0.0
-66,-155,0.0
-66,-154,0.0
-66,-153,0.0
-66,-152,0.0
-66,-151,0.0
-66,-150,0.0
-66,-110,0.0
-66,-109,0.0
-66,-108,0.0
-66,-102,0.0
-66,-101,0.0
-66,-100,0.0
-66,-99,0.0
-66,-98,0.0
-66,-94,0.0
-66,-93,0.0
-66,-92,0.0
-66,-91,0.0
-66,-90,10.633472222222222
-66,-85,0.0
-66,-84,0.0
-66,-83,0.0
-66,-82,0.0
-66,-81,0.0
-66,-80,0.0
-66,-79,0.0
-66,-78,0.0
-66,-77,0.0
-66,-66,0.0
-66,-18,0.0
-66,52,0.0
-66,53,0.0
-66,63,0.0
-66,64,0.0
-66,65,0.0
-66,66,0.0
-66,67,0.0
-66,68,0.0
-66,70,1.5081944444444444
-66,87,0.0
-66,88,11.916111111111109
-66,89,19.57930555555555
-66,110,19.497638888888886
-66,111,8.962499999999999
-66,112,109.8088888888889
-66,113,229.06791666666678
-66,117,0.0
-66,118,16.509722222222223
-66,119,63.08958333333334
-66,164,0.0
-66,175,0.0
-66,176,0.0
-66,177,0.0
-65,-180,4.416527777777803
-65,-178,0.0
-65,-177,0.0
-65,-176,12.041944444444434
-65,-175,2.421527777777779
-65,-174,3.9813888888888895
-65,-173,0.0
-65,-172,20.08569444444443
-65,-171,10.34555555555555
-65,-170,17.21819444444443
-65,-169,0.0
-65,-168,0.0
-65,-167,0.0
-65,-166,0.0
-65,-165,0.0
-65,-164,0.0
-65,-163,0.0
-65,-162,0.0
-65,-161,0.0
-65,-160,0.0
-65,-159,0.0
-65,-158,0.0
-65,-157,0.0
-65,-152,0.0
-65,-146,0.0
-65,-145,0.0
-65,-144,0.0
-65,-143,0.0
-65,-142,0.0
-65,-141,0.0
-65,-140,0.0
-65,-139,0.0
-65,-138,0.0
-65,-137,0.0
-65,-136,0.0
-65,-135,0.0
-65,-134,0.0
-65,-133,0.0
-65,-132,0.0
-65,-131,0.0
-65,-130,0.0
-65,-129,0.0
-65,-128,0.0
-65,-127,0.0
-65,-126,0.0
-65,-125,0.0
-65,-124,0.0
-65,-123,0.0
-65,-122,0.0
-65,-121,0.0
-65,-120,0.0
-65,-119,0.0
-65,-118,0.0
-65,-117,0.0
-65,-116,0.0
-65,-115,0.0
-65,-114,0.0
-65,-113,0.0
-65,-112,0.0
-65,-109,0.0
-65,-108,0.0
-65,-107,0.0
-65,-106,0.0
-65,-105,0.0
-65,-104,0.0
-65,-100,0.0
-65,-99,0.0
-65,-98,0.0
-65,-96,0.0
-65,-95,0.0
-65,-94,0.0
-65,-92,0.0
-65,-91,0.0
-65,-90,11.085555555555555
-65,-89,8.553888888888888
-65,-88,0.0
-65,-87,0.0
-65,-82,0.0
-65,-81,0.0
-65,-80,0.0
-65,-77,0.0
-65,-76,0.0
-65,-75,0.0
-65,-66,0.0
-65,-65,0.0
-65,-64,0.0
-65,-63,308.3977777777749
-65,-62,3251.9397222221123
-65,-61,1.499861111111111
-65,35,0.0
-65,52,0.0
-65,53,0.0
-65,54,0.0
-65,55,0.0
-65,56,0.0
-65,57,0.0
-65,58,0.0
-65,59,0.0
-65,60,0.0
-65,61,0.0
-65,62,0.0
-65,63,0.0
-65,72,0.0
-65,73,0.0
-65,74,0.0
-65,75,0.0
-65,76,0.0
-65,77,0.0
-65,83,0.0
-65,84,0.0
-65,85,0.0
-65,86,0.0
-65,89,0.0
-65,90,1.1616666666666666
-65,91,6.676111111111111
-65,106,0.0
-65,107,0.0
-65,108,0.0
-65,109,2.759722222222222
-65,110,13.40138888888889
-65,111,29.46722222222221
-65,112,12.030555555555553
-65,113,36.11583333333334
-65,114,30.134166666666676
-65,115,0.0
-65,116,1.5641666666666665
-65,117,4.788611111111111
-65,118,0.0
-65,164,0.0
-65,165,0.0
-65,175,0.0
-65,176,0.0
-64,-180,0.0
-64,-179,0.0
-64,-178,0.0
-64,-177,0.0
-64,-169,7.091388888888889
-64,-168,0.0
-64,-167,50.848611111111126
-64,-166,0.0
-64,-165,0.0
-64,-164,0.0
-64,-163,5.438472222222222
-64,-162,0.0
-64,-161,0.0
-64,-160,0.0
-64,-159,0.0
-64,-158,0.0
-64,-157,0.0
-64,-156,0.0
-64,-155,0.0
-64,-154,0.0
-64,-153,0.0
-64,-152,0.0
-64,-151,0.0
-64,-150,0.0
-64,-149,0.0
-64,-148,0.0
-64,-147,0.0
-64,-146,0.0
-64,-132,0.0
-64,-131,0.0
-64,-130,0.0
-64,-129,0.0
-64,-128,0.0
-64,-127,0.0
-64,-126,0.0
-64,-125,0.0
-64,-124,0.0
-64,-123,0.0
-64,-122,0.0
-64,-121,0.0
-64,-120,0.0
-64,-119,0.0
-64,-118,0.0
-64,-117,0.0
-64,-116,0.0
-64,-115,0.0
-64,-114,0.0
-64,-113,0.0
-64,-112,0.0
-64,-111,0.0
-64,-110,0.0
-64,-109,0.0
-64,-108,0.0
-64,-107,0.0
-64,-106,0.0
-64,-105,0.0
-64,-104,0.0
-64,-103,0.0
-64,-102,0.0
-64,-101,0.0
-64,-100,0.0
-64,-97,0.0
-64,-96,0.0
-64,-95,0.0
-64,-89,0.0
-64,-88,0.0
-64,-87,0.0
-64,-86,0.0
-64,-85,0.0
-64,-84,0.0
-64,-83,0.0
-64,-80,0.0
-64,-79,0.0
-64,-78,0.0
-64,-74,0.0
-64,-73,0.0
-64,-72,0.0
-64,-71,0.0
-64,-63,55.15250000000001
-64,-62,341.7634722222211
-64,-61,829.8038888888884
-64,-60,4481.326388888943
-64,-59,6560.338055555661
-64,-58,55.74541666666654
-64,-57,0.4027777777777778
-64,-17,0.0
-64,45,0.0
-64,46,0.0
-64,47,0.0
-64,48,0.0
-64,49,0.0
-64,50,0.0
-64,51,0.0
-64,52,0.0
-64,55,0.0
-64,56,0.0
-64,57,0.0
-64,80,0.0
-64,81,0.0
-64,82,0.0
-64,91,1.5305555555555554
-64,93,0.0
-64,94,0.0
-64,95,3.2818055555555556
-64,96,9.204444444444444
-64,97,136.70000000000005
-64,98,23.241527777777776
-64,99,65.48013888888889
-64,100,0.0
-64,101,0.0
-64,102,0.0
-64,103,0.0
-64,104,0.0
-64,105,0.0
-64,106,0.0
-64,109,0.0
-64,110,0.0
-64,165,0.0
-64,174,0.0
-64,175,0.0
-64,176,0.0
-63,-179,0.0
-63,-178,0.0
-63,-169,1.4831944444444445
-63,-168,4.626388888888889
-63,-167,0.0
-63,-166,0.0
-63,-165,0.0
-63,-164,0.0
-63,-163,27.47013888888889
-63,-162,28.62361111111111
-63,-161,0.0
-63,-160,0.0
-63,-159,0.0
-63,-158,0.0
-63,-157,0.0
-63,-156,0.0
-63,-155,0.0
-63,-154,0.0
-63,-153,0.0
-63,-152,0.0
-63,-151,0.0
-63,-150,0.0
-63,-149,0.0
-63,-148,0.0
-63,-147,0.0
-63,-146,0.0
-63,-145,0.0
-63,-144,0.0
-63,-143,0.0
-63,-142,0.0
-63,-141,0.0
-63,-140,0.0
-63,-139,0.0
-63,-138,0.0
-63,-137,0.0
-63,-136,0.0
-63,-135,0.0
-63,-134,0.0
-63,-133,0.0
-63,-132,0.0
-63,-131,0.0
-63,-130,0.0
-63,-129,0.0
-63,-128,0.0
-63,-127,0.0
-63,-102,0.0
-63,-101,0.0
-63,-100,0.0
-63,-99,0.0
-63,-98,0.0
-63,-97,0.0
-63,-96,0.0
-63,-95,0.0
-63,-94,0.0
-63,-87,0.0
-63,-82,0.0
-63,-81,0.0
-63,-80,0.0
-63,-78,0.0
-63,-77,0.0
-63,-76,0.0
-63,-73,0.0
-63,-72,0.0
-63,-71,0.0
-63,-70,0.0
-63,-69,0.0
-63,-68,0.0
-63,-63,55.761388888888895
-63,-62,171.1247222222222
-63,-61,155.01972222222216
-63,-60,1172.8647222222214
-63,-59,805.8315277777751
-63,-58,565.3470833333326
-63,-57,6.350833333333334
-63,-56,0.0
-63,-55,0.0
-63,-54,0.0
-63,43,0.0
-63,44,0.0
-63,45,0.0
-63,57,0.0
-63,58,0.0
-63,100,0.0
-63,101,0.0
-63,102,0.0
-63,103,0.0
-63,104,0.0
-63,165,0.0
-63,166,0.0
-63,174,0.0
-63,175,0.0
-63,176,0.0
-62,-180,0.0
-62,-179,0.0
-62,-178,0.0
-62,-171,0.0
-62,-170,0.0
-62,-169,1.4958333333333333
-62,-168,0.0
-62,-166,0.0
-62,-164,0.0
-62,-163,0.0
-62,-162,0.0
-62,-154,0.0
-62,-135,0.0
-62,-134,0.0
-62,-127,0.0
-62,-126,0.0
-62,-125,0.0
-62,-124,0.0
-62,-123,0.0
-62,-122,0.0
-62,-121,0.0
-62,-120,0.0
-62,-119,0.0
-62,-98,0.0
-62,-97,0.0
-62,-96,0.0
-62,-95,0.0
-62,-94,0.0
-62,-93,0.0
-62,-92,0.0
-62,-91,0.0
-62,-86,0.0
-62,-85,0.0
-62,-80,0.0
-62,-79,0.0
-62,-78,0.0
-62,-76,0.0
-62,-75,0.0
-62,-74,0.0
-62,-70,0.0
-62,-69,0.0
-62,-68,0.0
-62,-63,1.633055555555555
-62,-62,5.484722222222228
-62,-61,12.041666666666668
-62,-60,95.57680555555564
-62,-59,341.34027777777766
-62,-58,210.14597222222224
-62,-57,361.49916666666684
-62,-56,0.4930555555555556
-62,-55,9.201944444444447
-62,-54,0.0
-62,-53,0.0
-62,-52,0.0
-62,-51,3.100138888888889
-62,-50,2.1997222222222224
-62,-43,0.0
-62,-42,0.7806944444444439
-62,-41,2.3483333333333385
-62,-40,20.83472222222211
-62,-39,15.57291666666664
-62,-38,35.58430555555555
-62,-37,60.20944444444486
-62,-36,53.44041666666681
-62,-35,20.359305555555466
-62,41,0.0
-62,42,0.0
-62,59,0.0
-62,153,0.0
-62,166,0.0
-62,174,0.0
-62,175,0.0
-62,176,0.0
-61,-180,0.0
-61,-178,5.38819444444445
-61,-172,0.0
-61,-171,0.0
-61,-170,0.0
-61,-169,0.0
-61,-168,0.0
-61,-166,0.0
-61,-165,0.0
-61,-164,34.95847222222222
-61,-163,0.0
-61,-155,0.0
-61,-154,0.0
-61,-133,0.0
-61,-132,0.0
-61,-131,0.0
-61,-130,0.0
-61,-129,0.0
-61,-128,0.0
-61,-127,0.0
-61,-126,0.0
-61,-125,0.0
-61,-124,0.0
-61,-119,0.0
-61,-118,0.0
-61,-117,0.0
-61,-116,0.0
-61,-115,0.0
-61,-114,0.0
-61,-113,0.0
-61,-112,0.0
-61,-111,0.0
-61,-110,0.0
-61,-109,0.0
-61,-108,0.0
-61,-107,0.0
-61,-106,0.0
-61,-95,0.0
-61,-94,0.0
-61,-93,0.0
-61,-92,0.0
-61,-91,0.0
-61,-90,0.0
-61,-89,0.0
-61,-85,0.0
-61,-84,0.0
-61,-83,0.0
-61,-78,0.0
-61,-77,0.0
-61,-76,0.0
-61,-74,0.0
-61,-73,0.0
-61,-72,0.0
-61,-67,0.0
-61,-66,0.0
-61,-65,0.0
-61,-64,0.0
-61,-63,0.0
-61,-62,0.0
-61,-61,0.0
-61,-60,0.0
-61,-59,0.0
-61,-58,0.0
-61,-57,297.6452777777779
-61,-56,453.4202777777778
-61,-55,28.969027777777768
-61,-54,1.5680555555555555
-61,-53,0.0
-61,-52,1.1902777777777778
-61,-51,0.16083333333333333
-61,-50,0.0
-61,-49,3.4854166666666666
-61,-48,26.359166666666667
-61,-47,1344.3347222222221
-61,-46,541.9593055555551
-61,-45,8.172083333333333
-61,-44,0.0
-61,-43,0.0
-61,-42,0.0
-61,-41,0.0
-61,-39,1.255694444444444
-61,-38,51.33250000000027
-61,-37,80.51083333333325
-61,-36,49.94986111111126
-61,-35,33.27388888888882
-61,40,0.0
-61,41,0.0
-61,60,0.0
-61,61,0.0
-61,166,0.0
-61,167,0.0
-61,174,0.0
-61,175,0.0
-61,178,0.0
-61,179,0.0
-60,-180,0.0
-60,-179,2.4383333333333344
-60,-178,34.955555555555506
-60,-177,29.733888888888835
-60,-176,4.474722222222224
-60,-175,1.5279166666666666
-60,-174,2.7231944444444443
-60,-173,0.0
-60,-172,0.0
-60,-171,0.0
-60,-170,0.0
-60,-169,0.0
-60,-168,0.0
-60,-167,0.0
-60,-166,66.22777777777779
-60,-165,16.354166666666664
-60,-164,12.53125
-60,-163,0.0
-60,-162,0.0
-60,-161,0.0
-60,-160,0.0
-60,-159,0.0
-60,-158,0.0
-60,-157,0.0
-60,-156,0.0
-60,-155,0.0
-60,-154,0.0
-60,-153,0.0
-60,-152,0.0
-60,-151,0.0
-60,-150,0.0
-60,-149,0.0
-60,-148,0.0
-60,-147,0.0
-60,-146,0.0
-60,-145,0.0
-60,-144,0.0
-60,-143,0.0
-60,-142,0.0
-60,-141,0.0
-60,-140,0.0
-60,-139,0.0
-60,-138,0.0
-60,-137,0.0
-60,-136,0.0
-60,-135,0.0
-60,-134,0.0
-60,-133,0.0
-60,-132,0.0
-60,-131,0.0
-60,-130,0.0
-60,-129,0.0
-60,-128,0.0
-60,-127,0.0
-60,-126,0.0
-60,-125,0.0
-60,-124,0.0
-60,-123,0.0
-60,-122,0.0
-60,-121,0.0
-60,-120,0.0
-60,-119,0.0
-60,-118,0.0
-60,-117,0.0
-60,-116,0.0
-60,-115,0.0
-60,-114,0.0
-60,-111,0.0
-60,-110,0.0
-60,-109,0.0
-60,-108,0.0
-60,-106,0.0
-60,-105,0.0
-60,-104,0.845833333333333
-60,-103,0.7525
-60,-102,0.0
-60,-101,0.0
-60,-100,0.0
-60,-99,0.0
-60,-98,0.0
-60,-97,0.0
-60,-96,0.0
-60,-95,0.0
-60,-94,0.0
-60,-93,0.0
-60,-92,0.0
-60,-91,0.0
-60,-90,0.0
-60,-89,0.0
-60,-88,0.0
-60,-87,0.0
-60,-86,0.0
-60,-85,0.0
-60,-84,0.0
-60,-83,0.0
-60,-82,0.0
-60,-81,0.0
-60,-80,0.0
-60,-79,0.0
-60,-78,0.0
-60,-77,0.0
-60,-76,0.0
-60,-75,0.0
-60,-74,0.0
-60,-73,0.0
-60,-72,0.0
-60,-71,0.0
-60,-70,0.0
-60,-69,0.0
-60,-68,0.0
-60,-67,0.0
-60,-66,0.0
-60,-65,0.0
-60,-64,0.0
-60,-63,0.0
-60,-62,0.0
-60,-61,0.0
-60,-60,0.0
-60,-59,0.0
-60,-58,0.0
-60,-57,0.0
-60,-56,0.0
-60,-55,1.4552777777777777
-60,-54,0.0
-60,-53,0.0
-60,-52,0.0
-60,-51,2.887361111111113
-60,-50,24.963194444444444
-60,-49,61.45472222222223
-60,-48,5.561527777777777
-60,-47,15.207361111111108
-60,-46,10.801805555555555
-60,-45,0.0
-60,-44,0.0
-60,-40,0.0
-60,-38,0.0
-60,-37,0.0
-60,-36,34.381805555555474
-60,-35,56.34027777777794
-60,-34,0.0
-60,-33,0.0
-60,-28,18.614305555555546
-60,-27,44.59152777777773
